Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
3026,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,8455,8581,8505,8531,5,5,5,5,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,DRESS/CLOTHES
3027,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,966,1094,1016,1044,5,5,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESS/CLOTHES
665,DRESSER,(S)DRESSER,(S)DRESSER+,2142,2290,2192,2240,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESSER
3032,DRESSER,DRESSER,DRESSER+,2593,2733,2643,2683,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESSER
3038,DRILL,DRILL,DRILL,3192,3319,3242,3269,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRILL
207758,DRINK,COCKTAIL,COCKTAIL,11065,11185,11115,11135,L-X,,L-X,,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,DRINK
3043,DRINK,DRINK,DRINK,3567,3686,3617,3636,C,,C,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRINK
178,DRIP,(1h)DRIP,(1h)DRIP,5245,5373,5295,5323,S,,1,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIP
207759,DRIP,(1h)DRIP,(1h)DRIP,1223,1340,1273,1290,S,,bent-1,,ASL_2011_07_22_Brady_scene42-camera1.mov,Lexical Signs,DRIP
286,DRIP,(2h)alt.DRIP,(2h)alt.DRIP+,1550,1701,1600,1651,S,S,1,bent-1,ASL_2011_07_19_Brady_scene50-camera1.mov,Lexical Signs,DRIP
3049,DRIP,DRIP,DRIP++,3895,4041,3945,3991,S,B-L,1,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIP
3053,DRIVE,DRIVE,DRIVE,4437,4554,4487,4504,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIVE
3058,DROOL,DROOL_2,DROOL_2,4693,4821,4743,4771,4,,4,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROOL
3062,DROP,DROP,DROP,4967,5087,5017,5037,S,S,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROP
3063,DROP,DROP,DROP,5678,5795,5728,5745,flat-O,flat-O,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
3064,DROP,DROP,DROP,5902,6016,5952,5966,S,S,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
3068,DROWN,DROWN,DROWN,5603,5721,5653,5671,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROWN
3070,DRUGS,DRUGS,DRUGS+,6360,6489,6410,6439,10,,10,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUGS
3074,DRUMS,DRUMS,DRUMS+,7906,8050,7956,8000,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUMS
3081,DRUNK,DRUNK,DRUNK,7000,7122,7050,7072,A,,A,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUNK
207762,DRY,DRY,DRY,350,473,400,423,1,,S,,ASL_2011_06_14_Brady_scene8-camera1.mov,Lexical Signs,DRY
3094,DRY-CEREAL,DRY-CEREAL,DRY-CEREAL+,5054,5185,5104,5135,1,,X,,ASL_2011_06_08_Brady_scene26-camera1.mov,Lexical Signs,DRY-CEREAL
39844,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,DRY++(nd-C)SPIN,819,962,869,912,1,,1,crvd-B,ASL_2011_06_14_Brady_scene8-camera1.mov,Compound Signs,DRY+(nd-C)SPIN
39847,DRY+AREA,DRY+AREA,DRY+AREA,260,401,310,351,1,,5,5,ASL_2011_06_14_Brady_scene4-camera1.mov,Compound Signs,DRY+AREA
39845,DRY+WASHING-MACHINE,DRY+WASHING-MACHINE,DRY++WASHING-MACHINE,2760,2911,2810,2861,1,,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene8-camera1.mov,Compound Signs,DRY+WASHING-MACHINE
3096,DUCK,DUCK,DUCK,310,438,360,388,U-L,,flat-O_2,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,DUCK
3098,DURING/WHILE,DURING/WHILE,DURING/WHILE,608,726,658,676,1,1,1,1,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,DURING/WHILE
3101,DUSTING,DUSTING,DUSTING+,1262,1409,1312,1359,A,,A,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,DUSTING
3104,DUTY,DUTY,DUTY+,1643,1757,1693,1707,D,S,D,S,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,DUTY
3107,DYE,DYE,DYE+,2099,2234,2149,2184,cocked-F,cocked-F,cocked-F,cocked-F,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,DYE
3110,E,E,E,2470,2602,2520,2552,E,,E,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,E
125,E-MAIL,(1)E-MAIL,(1)E-MAIL,3053,3165,3103,3115,1,C,1,C,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,E-MAIL
3115,EACH,EACH,EACH+,3453,3587,3503,3537,10,10,10,10,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EACH
39860,EACH+ONE,EACH+ONE,EACH+ONE,5158,5282,5208,5232,10,10,1,,ASL_2011_06_14_Brady_scene13-camera1.mov,Compound Signs,EACH+ONE
39863,EACH+ONE-pl-arc,EACH+ONE-pl-arc,EACH+ONE-pl-arc,125,263,175,213,10,10,1,,ASL_2011_06_14_Brady_scene14-camera1.mov,Compound Signs,EACH+ONE-pl-arc
3119,EAGLE,EAGLE,EAGLE,3944,4075,3994,4025,X,,X,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EAGLE
207766,EAR_2/BIRTHDAY_2,EAR_2/BIRTHDAY_2,EAR_2/BIRTHDAY_2,4260,4396,4310,4346,A,,A,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EAR_2/BIRTHDAY_2
3121,EAR-HURT,EAR-HURT,EAR-HURT+,4538,4670,4588,4620,1,1,1,1,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EAR-HURT
3131,EARMUFF,EARMUFF,EARMUFF,5826,5950,5876,5900,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EARMUFF
3135,EARRING,EARRING,EARRING,6106,6233,6156,6183,X,X,X,X,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EARRING
3139,EARTH,EARTH,EARTH,6353,6492,6403,6442,25,S,25,S,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EARTH
39878,EARTH+RUMBLE,EARTH+RUMBLE,EARTH+RUMBLE,6624,6757,6674,6707,open-8,psv,S,S,ASL_2011_06_14_Brady_scene9-camera1.mov,Compound Signs,EARTH+RUMBLE
39880,EARTH+SPHERE,EARTH+SPHERE,EARTH+SPHERE,4983,5139,5033,5089,open-8,psv,crvd-5,psv,ASL_2011_06_14_Brady_scene26-camera1.mov,Compound Signs,EARTH+SPHERE
3145,EAST,EAST,EAST,6906,7030,6956,6980,E,,E,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EAST
3150,EASTER,EASTER_2,EASTER_2,7152,7285,7202,7235,E,E,E,E,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EASTER
3155,EASY,EASY,EASY+,334,457,384,407,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene11-camera1.mov,Lexical Signs,EASY
3158,EASY,EASY,EASY++,7459,7596,7509,7546,B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EASY
291,EAT,(2h)alt.EAT,(2h)alt.EAT+,526,659,576,609,flat-O,flat-O,flat-O,flat-O,ASL_2011_06_14_Brady_scene17-camera1.mov,Lexical Signs,EAT
292,EAT,(2h)alt.EAT,(2h)alt.EAT++,4931,5071,4981,5021,flat-O,flat-O,flat-O,flat-O,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs,EAT
3162,EAT,EAT,EAT+,7710,7840,7760,7790,flat-O,,flat-O,,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EAT
3168,EAT-WITH-FORK,EAT-WITH-FORK,EAT-WITH-FORK,731,850,781,800,V,B-L,V,B-L,ASL_2011_06_14_Brady_scene22-camera1.mov,Lexical Signs,EAT-WITH-FORK
39909,EAT+BOX/ROOM,EAT+BOX/ROOM,EAT++BOX/ROOM,2254,2382,2304,2332,flat-O,,B-L,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov,Compound Signs,EAT+BOX/ROOM
39910,EAT+BOX/ROOM,EAT+BOX/ROOM,EAT++BOX/ROOM,1032,1170,1082,1120,flat-O,,B-L,B-L,ASL_2011_06_14_Brady_scene5-camera1.mov,Compound Signs,EAT+BOX/ROOM
39915,EAT+BUY,EAT+BUY,EAT+BUY++,5037,5190,5087,5140,flat-O,,flat-O,B-L,ASL_2011_06_14_Brady_scene29-camera1.mov,Compound Signs,EAT+BUY
39919,EAT+MORNING,EAT+MORNING,EAT+MORNING,3075,3212,3125,3162,flat-O,,B-L,B-L,ASL_2011_06_14_Brady_scene3-camera1.mov,Compound Signs,EAT+MORNING
39911,EAT+NIGHT,EAT+NIGHT,EAT++NIGHT,1560,1692,1610,1642,flat-O,,bent-B-L,psv,ASL_2011_06_14_Brady_scene5-camera1.mov,Compound Signs,EAT+NIGHT
39930,EAT+NOON,EAT+NOON,EAT+NOON,245,378,295,328,flat-O,,B-L,B-L,ASL_2011_06_14_Brady_scene53-camera1.mov,Compound Signs,EAT+NOON
39934,EAT+SELL,EAT+SELL,EAT+SELL++,4807,4950,4857,4900,flat-O,,flat-O,flat-O,ASL_2011_06_14_Brady_scene29-camera1.mov,Compound Signs,EAT+SELL
3172,ECONOMIC,ECONOMIC,ECONOMIC+,139,260,189,210,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,ECONOMIC
3176,EDGE/CLIFF,EDGE_2,EDGE_2,2473,2605,2523,2555,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EDGE/CLIFF
3181,EFFORT,EFFORT,EFFORT,4537,4652,4587,4602,E,E,E,E,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EFFORT
3185,EGG,EGG,EGG+,4761,4883,4811,4833,U,U,U,U,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EGG
3186,EGG,EGG,EGG+,5030,5155,5080,5105,U,U,U,U,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EGG
294,EGO,(2h)alt.EGO,(2h)alt.EGO,5523,5650,5573,5600,I,I,I,I,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EGO
3193,EIGHT,EIGHT,EIGHT,3495,3609,3545,3559,8,,8,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,EIGHT
3194,EIGHT-HOURS,EIGHT-HOURS,EIGHT-HOURS,4356,4484,4406,4434,8,5,8,5,ASL_2011_06_08_Brady_scene6-camera1.mov,Lexical Signs,EIGHT-HOURS
3196,EIGHT-MONTHS,EIGHT-MONTHS,EIGHT-MONTHS,7187,7312,7237,7262,8,1,8,1,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EIGHT-MONTHS
3198,EIGHT-WEEKS,EIGHT-WEEKS,EIGHT-WEEKS,7422,7544,7472,7494,8,B-L,8,B-L,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EIGHT-WEEKS
3203,EIGHTEEN,EIGHTEEN,EIGHTEEN++,12615,12742,12665,12692,8,,8,,ASL_2011_06_08_Brady_scene4-camera1.mov,Number Signs,EIGHTEEN
3205,EIGHTH,EIGHTH,EIGHTH,3812,3930,3862,3880,8,,8,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,EIGHTH
207984,EIGHTH,EIGHTH,EIGHTH,5215,5344,5265,5294,8,,8,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,EIGHTH
3207,EIGHTH,EIGHTH,EIGHTH+,4826,4941,4876,4891,8,,8,,ASL_2011_06_08_Brady_scene6-camera1.mov,Number Signs,EIGHTH
3209,EIGHTY-EIGHT,EIGHTY-EIGHT,EIGHTY-EIGHT,7988,8103,8038,8053,8,,8,,ASL_2011_06_14_Brady_scene10-camera1.mov,Number Signs,EIGHTY-EIGHT
3212,EIGHTY-NINE,EIGHTY-NINE,EIGHTY-NINE,8210,8330,8260,8280,8,,6,,ASL_2011_06_14_Brady_scene10-camera1.mov,Number Signs,EIGHTY-NINE
3218,EITHER,EITHER,EITHER++,10531,10671,10581,10621,V,V,V,V,ASL_2011_06_08_Brady_scene30-camera1.mov,Lexical Signs,EITHER
3219,EITHER,EITHER,EITHER++,8456,8591,8506,8541,V,V,V,V,ASL_2011_06_14_Brady_scene10-camera1.mov,Lexical Signs,EITHER
3224,ELASTIC,ELASTIC,ELASTIC++,776,912,826,862,X,X,X,X,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELASTIC
3228,ELBOW,ELBOW,ELBOW++,1036,1168,1086,1118,1,psv,1,psv,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELBOW
3230,ELBOW-PATCH,ELBOW-PATCH,ELBOW-PATCH,1764,1904,1814,1854,L-X,S,L-X,S,ASL_2011_07_19_Brady_scene27-camera1.mov,Lexical Signs,ELBOW-PATCH
3233,ELECTRIC,ELECTRIC,ELECTRIC+,1645,1775,1695,1725,X,X,X,X,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELECTRIC
39949,ELECTRIC+AGENT,ELECTRIC+AGENT,ELECTRIC+AGENT,1931,2064,1981,2014,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene11-camera1.mov,Compound Signs,ELECTRIC+AGENT
3240,ELEMENTARY,ELEMENTARY,ELEMENTARY++,2200,2332,2250,2282,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELEMENTARY
3244,ELEPHANT,ELEPHANT,ELEPHANT,2434,2559,2484,2509,B,,B,,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELEPHANT
3248,ELEVATOR,ELEVATOR,ELEVATOR+,2698,2832,2748,2782,E,flat-B,E,flat-B,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ELEVATOR
3252,ELEVEN,ELEVEN,ELEVEN,7477,7597,7527,7547,cocked-S,,1,,ASL_2011_06_08_Brady_scene4-camera1.mov,Number Signs,ELEVEN
3257,EMBARRASS,EMBARRASS,EMBARRASS+,3613,3757,3663,3707,5,5,5,5,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,EMBARRASS
3258,EMBARRASS,EMBARRASS,EMBARRASS+,301,461,351,411,5,5,5,5,ASL_2011_07_22_Brady_scene39-camera1.mov,Lexical Signs,EMBARRASS
3263,EMERGENCY,EMERGENCY,EMERGENCY++,7035,7174,7085,7124,E,,E,,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,EMERGENCY
3267,EMOTION,EMOTION_2,EMOTION_2+,7402,7539,7452,7489,E,E,E,E,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,EMOTION
3277,EMPHASIZE,EMPHASIZE,EMPHASIZE,7650,7774,7700,7724,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,EMPHASIZE
3278,EMPHASIZE,EMPHASIZE,EMPHASIZE,1902,2018,1952,1968,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene39-camera1.mov,Lexical Signs,EMPHASIZE
3282,EMPTY/EARLY,EMPTY/EARLY,EMPTY/EARLY,4991,5107,5041,5057,25,S,25,S,ASL_2011_06_14_Brady_scene9-camera1.mov,Lexical Signs,EMPTY/EARLY
3290,EMPTY/NAKED,EMPTY/NAKED,EMPTY/NAKED,8090,8205,8140,8155,25,psv,25,psv,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,EMPTY/NAKED
3294,ENCOURAGE,ENCOURAGE,ENCOURAGE+,8319,8454,8369,8404,5,5,5,5,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ENCOURAGE
3295,ENCOURAGE,ENCOURAGE,ENCOURAGE+,1950,2102,2000,2052,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_07_22_Brady_scene17-camera1.mov,Lexical Signs,ENCOURAGE
3300,ENCYCLOPEDIA,ENCYCLOPEDIA,ENCYCLOPEDIA+,9125,9260,9175,9210,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene11-camera1.mov,Lexical Signs,ENCYCLOPEDIA
3306,ENERGY,ENERGY,ENERGY,792,913,842,863,E,S,E,S,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENERGY
3311,ENGAGEMENT,ENGAGEMENT,ENGAGEMENT,1092,1210,1142,1160,E,flat-B,E,flat-B,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENGAGEMENT
3312,ENGAGEMENT,ENGAGEMENT,ENGAGEMENT,2797,2910,2847,2860,E,5,E,5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENGAGEMENT
39956,ENGINEERING+AGENT,ENGINEERING+AGENT,ENGINEERING+AGENT,4541,4678,4591,4628,Y,Y,B-L,B-L,ASL_2011_06_14_Brady_scene12-camera1.mov,Compound Signs,ENGINEERING+AGENT
6890,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,5300,5454,5350,5404,B-L,,B-L,,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENJOY
6891,ENJOY,PLEASE/(1h)ENJOY,PLEASE/(1h)ENJOY+,1985,2129,2035,2079,B-L,,B-L,,ASL_2011_07_19_Brady_scene36-camera1.mov,Lexical Signs,ENJOY
3320,ENOUGH,ENOUGH,ENOUGH+,5525,5650,5575,5600,5,S,5,S,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENOUGH
3331,ENTER,ENTER,ENTER+,990,1112,1040,1062,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene56-camera1.mov,Lexical Signs,ENTER
3335,ENVIRONMENT,ENVIRONMENT,ENVIRONMENT,5971,6091,6021,6041,E,1,E,1,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ENVIRONMENT
3337,EPISCOPAL,EPISCOPAL,EPISCOPAL,6202,6320,6252,6270,1,A,1,A,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,EPISCOPAL
3340,EQUAL,EQUAL,EQUAL+,6669,6788,6719,6738,bent-B,bent-B,bent-B,bent-B,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,EQUAL
3344,EQUIPMENT,EQUIPMENT,EQUIPMENT,6930,7054,6980,7004,E,B-L,E,B-L,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,EQUIPMENT
3348,ERASE,ERASE,ERASE,7150,7276,7200,7226,S,B-L,S,B-L,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ERASE
3352,ERECT,ERECT,ERECT,1962,2094,2012,2044,crvd-sprd-B,crvd-sprd-B,5,5,ASL_2011_07_19_Brady_scene77-camera1.mov,Lexical Signs,ERECT
3356,ESCAPE,ESCAPE,ESCAPE,7965,8083,8015,8033,1,5,1,5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,ESCAPE
3359,ETCETERA,ETCETERA,ETCETERA,310,434,360,384,L,L,alt-G_bent-L,alt-G_bent-L,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,ETCETERA
3362,EVALUATE,EVALUATE,EVALUATE+,748,883,798,833,E,E,E,E,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVALUATE
3369,EVERY-FRIDAY,EVERY-FRIDAY,EVERY-FRIDAY,3082,3208,3132,3158,F,,F,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-FRIDAY
3373,EVERY-MONDAY,EVERY-MONDAY,EVERY-MONDAY,3301,3426,3351,3376,M,,M,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-MONDAY
3376,EVERY-MONTH/RENT,EVERY-MONTH/RENT,EVERY-MONTH/RENT++,809,957,859,907,1,1,1,1,ASL_2011_07_19_Brady_scene5-camera1.mov,Lexical Signs,EVERY-MONTH/RENT
3380,EVERY-SATURDAY,EVERY-SATURDAY,EVERY-SATURDAY,3505,3632,3555,3582,S,,S,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-SATURDAY
3384,EVERY-SUNDAY,EVERY-SUNDAY,EVERY-SUNDAY,3734,3856,3784,3806,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-SUNDAY
526,EVERY-THURSDAY,(H)EVERY-THURSDAY,(H)EVERY-THURSDAY,4210,4329,4260,4279,U,,U,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-THURSDAY
3387,EVERY-THURSDAY,EVERY-THURSDAY,EVERY-THURSDAY,3979,4100,4029,4050,T,,U,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-THURSDAY
3392,EVERY-TUESDAY,EVERY-TUESDAY,EVERY-TUESDAY,4442,4562,4492,4512,T,,T,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-TUESDAY
3395,EVERY-TWO-YEARS,EVERY-TWO-YEARS,EVERY-TWO-YEARS,1779,1912,1829,1862,S,S,V,S,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs,EVERY-TWO-YEARS
3396,EVERY-TWO-YEARS,EVERY-TWO-YEARS,EVERY-TWO-YEARS,2083,2206,2133,2156,S,S,V,S,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-TWO-YEARS
3400,EVERY-WEDNESDAY,EVERY-WEDNESDAY,EVERY-WEDNESDAY,4674,4794,4724,4744,6,,6,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERY-WEDNESDAY
3406,EVERY-YEAR,EVERY-YEAR,EVERY-YEAR++,734,929,784,879,S,S,1,S,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,EVERY-YEAR
3407,EVERY-YEAR,EVERY-YEAR,EVERY-YEAR++,1383,1543,1433,1493,S,S,1,S,ASL_2011_07_22_Brady_scene35-camera1.mov,Lexical Signs,EVERY-YEAR
207950,EVERY-YEAR,EVERY-YEAR,EVERY-YEAR++,5928,6084,5978,6034,S,S,1,S,ASL_2011_07_22_Brady_scene57-camera1.mov,Lexical Signs,EVERY-YEAR
39967,EVERY+(2h)THING,EVERY+(2h)THING,EVERY+(2h)THING,419,547,469,497,10,10,5,5,ASL_2011_06_14_Brady_scene14-camera1.mov,Compound Signs,EVERY+(2h)THING
39968,EVERY+(2h)THING,EVERY+(2h)THING,EVERY+(2h)THING,1745,1877,1795,1827,10,10,5,5,ASL_2011_07_22_Brady_scene42-camera1.mov,Compound Signs,EVERY+(2h)THING
3411,EVERYDAY,EVERYDAY,EVERYDAY,4900,5033,4950,4983,10,,10,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs,EVERYDAY
3419,EXACT,EXACT,EXACT,922,1044,972,994,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXACT
3426,EXAGGERATE,EXAGGERATE,EXAGGERATE++,2314,2468,2364,2418,S,S,S,S,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXAGGERATE
3430,EXCEED,EXCEED,EXCEED,3035,3155,3085,3105,bent-B,bent-B,bent-B,bent-B,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXCEED
3438,EXCITED,EXCITED,EXCITED+,3816,3945,3866,3895,25,25,25,25,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXCITED
3451,EXCUSE,EXCUSE,EXCUSE,2125,2245,2175,2195,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,EXCUSE
3452,EXCUSE,EXCUSE,EXCUSE,4130,4252,4180,4202,bent-B,B-L,bent-B,B-L,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXCUSE
3453,EXCUSE,EXCUSE,EXCUSE,7511,7638,7561,7588,bent-B,B-L,bent-B,B-L,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,EXCUSE
3454,EXCUSE,EXCUSE,EXCUSE,7760,7886,7810,7836,bent-B,B-L,bent-B,B-L,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs,EXCUSE
3460,EXPAND,EXPAND,EXPAND,5025,5147,5075,5097,S,S,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXPAND
3463,EXPENSIVE,EXPENSIVE,EXPENSIVE,5259,5390,5309,5340,flat-O,B-L,5,B-L,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXPENSIVE
3469,EXPERIENCE,EXPERIENCE,EXPERIENCE+,5886,6019,5936,5969,5,,flat-O,,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXPERIENCE
3477,EXPERIMENT,EXPERIMENT,EXPERIMENT+,5570,5716,5620,5666,E,E,E,E,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXPERIMENT
207734,EXPERT,EXPERT,EXPERT,3863,3983,3913,3933,F,,F,,ASL_2011_06_08_Brady_scene32-camera1.mov,Lexical Signs,EXPERT
207735,EXPERT,EXPERT,EXPERT,6378,6499,6428,6449,F,,F,,ASL_2011_06_14_Brady_scene14-camera1.mov,Lexical Signs,EXPERT
207736,EXPERT,EXPERT,EXPERT,3470,3589,3520,3539,F,,F,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,EXPERT
3497,EXPLOIT,EXPLOIT,EXPLOIT+,609,745,659,695,25,B-L,25,B-L,ASL_2011_07_19_Brady_scene75-camera1.mov,Lexical Signs,EXPLOIT
3499,EXPOSE,EXPOSE,EXPOSE+,392,525,442,475,flat-O,1,5,1,ASL_2011_07_19_Brady_scene79-camera1.mov,Lexical Signs,EXPOSE
3504,EXPRESS,EXPRESS,EXPRESS,570,688,620,638,A,A,5,5,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,EXPRESS
3507,EYE-MASK,EYE-MASK,EYE-MASK,4612,4740,4662,4690,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,EYE-MASK
